,Unnamed: 0,Area Name,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS
1468,234,Winkler County,Fourth Quarter,3.0,,,,,Manufacturing,48495.0
1469,236,Wood County,Fourth Quarter,51.0,1291.0,3.9,931.0,3.8,Manufacturing,48499.0
1470,237,Yoakum County,Fourth Quarter,6.0,59.0,84.4,1390.0,-12.2,Manufacturing,48501.0
1471,238,Young County,Fourth Quarter,26.0,1164.0,4.5,1214.0,11.5,Manufacturing,48503.0
1472,239,Zapata County,Fourth Quarter,6.0,30.0,-11.8,1851.0,5.9,Manufacturing,48505.0
1473,240,Zavala County,Fourth Quarter,4.0,,,,,Manufacturing,48507.0
1474,241, ,,,,,,,,
1475,0,Anderson County,Fourth Quarter,66.0,659.0,-0.8,1090.0,-6.3,Natural Resources and Mining,48001.0
1476,1,Andrews County,Fourth Quarter,103.0,1772.0,18.1,1636.0,11.0,Natural Resources and Mining,48003.0
1477,2,Angelina County,Fourth Quarter,63.0,629.0,0.6,1867.0,18.2,Natural Resources and Mining,48005.0
1478,3,Aransas County,Fourth Quarter,10.0,224.0,-16.7,872.0,-2.9,Natural Resources and Mining,48007.0
1479,4,Archer County,Fourth Quarter,57.0,332.0,7.8,991.0,15.9,Natural Resources and Mining,48009.0
1480,5,Armstrong County,Fourth Quarter,8.0,,,,,Natural Resources and Mining,48011.0
1481,6,Atascosa County,Fourth Quarter,103.0,2172.0,30.5,1434.0,8.3,Natural Resources and Mining,48013.0
1482,7,Austin County,Fourth Quarter,51.0,213.0,4.4,894.0,3.7,Natural Resources and Mining,48015.0
1483,8,Bailey County,Fourth Quarter,79.0,692.0,2.7,763.0,4.0,Natural Resources and Mining,48017.0
1484,9,Bandera County,Fourth Quarter,43.0,141.0,7.6,710.0,-0.8,Natural Resources and Mining,48019.0
1485,10,Bastrop County,Fourth Quarter,52.0,477.0,6.2,938.0,-9.4,Natural Resources and Mining,48021.0
1486,11,Baylor County,Fourth Quarter,28.0,78.0,23.8,638.0,-2.0,Natural Resources and Mining,48023.0
1487,12,Bee County,Fourth Quarter,61.0,344.0,-36.3,1080.0,-11.9,Natural Resources and Mining,48025.0
1488,13,Bell County,Fourth Quarter,51.0,405.0,-1.0,1340.0,41.9,Natural Resources and Mining,48027.0
1489,14,Bexar County,Fourth Quarter,350.0,5455.0,15.2,1982.0,18.6,Natural Resources and Mining,48029.0
1490,15,Blanco County,Fourth Quarter,28.0,181.0,5.2,866.0,16.9,Natural Resources and Mining,48031.0
1491,16,Borden County,Fourth Quarter,14.0,,,,,Natural Resources and Mining,48033.0
1492,17,Bosque County,Fourth Quarter,40.0,134.0,0.0,758.0,7.4,Natural Resources and Mining,48035.0
1493,18,Bowie County,Fourth Quarter,34.0,123.0,-32.8,641.0,-27.7,Natural Resources and Mining,48037.0
1494,19,Brazoria County,Fourth Quarter,108.0,1754.0,0.0,1864.0,-3.7,Natural Resources and Mining,48039.0
1495,20,Brazos County,Fourth Quarter,136.0,1904.0,13.1,1266.0,17.3,Natural Resources and Mining,48041.0
1496,21,Brewster County,Fourth Quarter,21.0,76.0,20.6,678.0,1.6,Natural Resources and Mining,48043.0
1497,22,Briscoe County,Fourth Quarter,27.0,142.0,0.7,699.0,11.0,Natural Resources and Mining,48045.0
1498,23,Brooks County,Fourth Quarter,23.0,298.0,24.2,1205.0,23.0,Natural Resources and Mining,48047.0
1499,24,Brown County,Fourth Quarter,31.0,156.0,-17.0,1146.0,33.1,Natural Resources and Mining,48049.0
1500,25,Burleson County,Fourth Quarter,63.0,454.0,37.2,1234.0,26.7,Natural Resources and Mining,48051.0
1501,26,Burnet County,Fourth Quarter,36.0,121.0,0.8,685.0,0.1,Natural Resources and Mining,48053.0
1502,27,Caldwell County,Fourth Quarter,52.0,442.0,24.2,767.0,0.5,Natural Resources and Mining,48055.0
1503,28,Calhoun County,Fourth Quarter,32.0,204.0,9.1,1252.0,-4.8,Natural Resources and Mining,48057.0
1504,29,Callahan County,Fourth Quarter,18.0,86.0,11.7,802.0,-1.5,Natural Resources and Mining,48059.0
1505,30,Cameron County,Fourth Quarter,168.0,623.0,-11.4,725.0,5.2,Natural Resources and Mining,48061.0
1506,31,Camp County,Fourth Quarter,11.0,,,,,Natural Resources and Mining,48063.0
1507,32,Carson County,Fourth Quarter,37.0,,,,,Natural Resources and Mining,48065.0
1508,33,Cass County,Fourth Quarter,32.0,314.0,1.9,1011.0,2.5,Natural Resources and Mining,48067.0
1509,34,Castro County,Fourth Quarter,113.0,978.0,2.8,755.0,1.5,Natural Resources and Mining,48069.0
1510,35,Chambers County,Fourth Quarter,52.0,299.0,-58.8,1133.0,-30.1,Natural Resources and Mining,48071.0
1511,36,Cherokee County,Fourth Quarter,49.0,344.0,6.8,622.0,4.4,Natural Resources and Mining,48073.0
1512,37,Childress County,Fourth Quarter,31.0,100.0,8.7,932.0,6.3,Natural Resources and Mining,48075.0
1513,38,Clay County,Fourth Quarter,34.0,72.0,9.1,556.0,3.0,Natural Resources and Mining,48077.0
1514,39,Cochran County,Fourth Quarter,47.0,243.0,-9.0,886.0,13.4,Natural Resources and Mining,48079.0
1515,40,Coke County,Fourth Quarter,10.0,,,,,Natural Resources and Mining,48081.0
1516,41,Coleman County,Fourth Quarter,23.0,51.0,-3.8,757.0,12.0,Natural Resources and Mining,48083.0
1517,42,Collin County,Fourth Quarter,146.0,1435.0,44.9,2393.0,-20.1,Natural Resources and Mining,48085.0
1518,43,Collingsworth County,Fourth Quarter,20.0,98.0,-15.5,813.0,6.4,Natural Resources and Mining,48087.0
1519,44,Colorado County,Fourth Quarter,90.0,473.0,9.7,985.0,17.5,Natural Resources and Mining,48089.0
1520,45,Comal County,Fourth Quarter,47.0,620.0,15.9,1244.0,-0.8,Natural Resources and Mining,48091.0
1521,46,Comanche County,Fourth Quarter,65.0,737.0,1.4,621.0,6.0,Natural Resources and Mining,48093.0
1522,47,Concho County,Fourth Quarter,13.0,46.0,15.0,549.0,-3.7,Natural Resources and Mining,48095.0
1523,48,Cooke County,Fourth Quarter,97.0,1165.0,18.8,1363.0,8.8,Natural Resources and Mining,48097.0
1524,49,Coryell County,Fourth Quarter,25.0,133.0,-14.2,1158.0,-30.1,Natural Resources and Mining,48099.0
1525,50,Cottle County,Fourth Quarter,6.0,,,,,Natural Resources and Mining,48101.0
1526,51,Crane County,Fourth Quarter,14.0,231.0,-38.1,1586.0,-5.2,Natural Resources and Mining,48103.0
1527,52,Crockett County,Fourth Quarter,49.0,272.0,12.9,1333.0,4.9,Natural Resources and Mining,48105.0
1528,53,Crosby County,Fourth Quarter,90.0,408.0,-1.2,789.0,4.2,Natural Resources and Mining,48107.0
1529,54,Culberson County,Fourth Quarter,11.0,102.0,-12.1,895.0,37.7,Natural Resources and Mining,48109.0
1530,55,Dallam County,Fourth Quarter,64.0,1254.0,-4.8,733.0,-3.2,Natural Resources and Mining,48111.0
1531,56,Dallas County,Fourth Quarter,537.0,9332.0,10.6,3185.0,-21.3,Natural Resources and Mining,48113.0
1532,57,Dawson County,Fourth Quarter,205.0,1059.0,6.5,902.0,11.2,Natural Resources and Mining,48115.0
1533,58,Deaf Smith County,Fourth Quarter,93.0,1477.0,2.6,790.0,-1.4,Natural Resources and Mining,48117.0
1534,59,Delta County,Fourth Quarter,10.0,,,,,Natural Resources and Mining,48119.0
1535,60,Denton County,Fourth Quarter,135.0,702.0,-9.1,1455.0,14.6,Natural Resources and Mining,48121.0
1536,61,DeWitt County,Fourth Quarter,67.0,649.0,28.0,1504.0,12.2,Natural Resources and Mining,48123.0
1537,62,Dickens County,Fourth Quarter,12.0,,,,,Natural Resources and Mining,48125.0
1538,63,Dimmit County,Fourth Quarter,69.0,1676.0,47.5,1481.0,14.8,Natural Resources and Mining,48127.0
1539,64,Donley County,Fourth Quarter,20.0,85.0,-22.0,752.0,11.4,Natural Resources and Mining,48129.0
1540,65,Duval County,Fourth Quarter,33.0,470.0,10.6,1095.0,12.5,Natural Resources and Mining,48131.0
1541,66,Eastland County,Fourth Quarter,56.0,1132.0,77.4,1688.0,16.1,Natural Resources and Mining,48133.0
1542,67,Ector County,Fourth Quarter,356.0,11046.0,36.7,1730.0,12.9,Natural Resources and Mining,48135.0
1543,68,Edwards County,Fourth Quarter,21.0,44.0,10.0,530.0,-0.2,Natural Resources and Mining,48137.0
1544,69,Ellis County,Fourth Quarter,47.0,202.0,10.4,1010.0,2.3,Natural Resources and Mining,48139.0
1545,70,El Paso County,Fourth Quarter,96.0,972.0,-9.0,715.0,10.9,Natural Resources and Mining,48141.0
1546,71,Erath County,Fourth Quarter,116.0,1147.0,4.2,772.0,14.7,Natural Resources and Mining,48143.0
1547,72,Falls County,Fourth Quarter,23.0,171.0,-1.7,816.0,3.8,Natural Resources and Mining,48145.0
1548,73,Fannin County,Fourth Quarter,28.0,195.0,34.5,794.0,7.3,Natural Resources and Mining,48147.0
1549,74,Fayette County,Fourth Quarter,70.0,908.0,29.0,950.0,4.3,Natural Resources and Mining,48149.0
1550,75,Fisher County,Fourth Quarter,40.0,175.0,-39.4,722.0,24.1,Natural Resources and Mining,48151.0
1551,76,Floyd County,Fourth Quarter,114.0,556.0,-3.1,792.0,-0.5,Natural Resources and Mining,48153.0
1552,77,Foard County,Fourth Quarter,12.0,25.0,-3.8,704.0,-12.4,Natural Resources and Mining,48155.0
1553,78,Fort Bend County,Fourth Quarter,192.0,3637.0,10.3,2172.0,-3.1,Natural Resources and Mining,48157.0
1554,79,Franklin County,Fourth Quarter,21.0,,,,,Natural Resources and Mining,48159.0
1555,80,Freestone County,Fourth Quarter,42.0,701.0,0.9,1414.0,-6.3,Natural Resources and Mining,48161.0
1556,81,Frio County,Fourth Quarter,85.0,1698.0,51.2,1230.0,1.7,Natural Resources and Mining,48163.0
1557,82,Gaines County,Fourth Quarter,198.0,1968.0,-1.2,1310.0,2.1,Natural Resources and Mining,48165.0
1558,83,Galveston County,Fourth Quarter,69.0,1030.0,22.3,1669.0,-13.9,Natural Resources and Mining,48167.0
1559,84,Garza County,Fourth Quarter,55.0,357.0,2.9,981.0,5.7,Natural Resources and Mining,48169.0
1560,85,Gillespie County,Fourth Quarter,41.0,135.0,1.5,907.0,-5.3,Natural Resources and Mining,48171.0
1561,86,Glasscock County,Fourth Quarter,82.0,342.0,9.3,1042.0,22.0,Natural Resources and Mining,48173.0
1562,87,Goliad County,Fourth Quarter,21.0,,,,,Natural Resources and Mining,48175.0
1563,88,Gonzales County,Fourth Quarter,93.0,1071.0,1.4,823.0,4.7,Natural Resources and Mining,48177.0
1564,89,Gray County,Fourth Quarter,96.0,778.0,-1.9,1406.0,6.0,Natural Resources and Mining,48179.0
1565,90,Grayson County,Fourth Quarter,72.0,568.0,89.3,991.0,10.0,Natural Resources and Mining,48181.0
1566,91,Gregg County,Fourth Quarter,194.0,3999.0,35.2,1616.0,8.8,Natural Resources and Mining,48183.0
1567,92,Grimes County,Fourth Quarter,49.0,417.0,1.7,1001.0,10.9,Natural Resources and Mining,48185.0
1568,93,Guadalupe County,Fourth Quarter,52.0,236.0,1.3,1279.0,48.0,Natural Resources and Mining,48187.0
1569,94,Hale County,Fourth Quarter,185.0,1245.0,4.0,788.0,7.1,Natural Resources and Mining,48189.0
1570,95,Hall County,Fourth Quarter,19.0,129.0,-25.4,792.0,9.7,Natural Resources and Mining,48191.0
1571,96,Hamilton County,Fourth Quarter,18.0,107.0,2.9,610.0,0.5,Natural Resources and Mining,48193.0
1572,97,Hansford County,Fourth Quarter,84.0,778.0,10.2,1477.0,19.1,Natural Resources and Mining,48195.0
1573,98,Hardeman County,Fourth Quarter,12.0,93.0,-1.1,504.0,22.3,Natural Resources and Mining,48197.0
1574,99,Hardin County,Fourth Quarter,42.0,441.0,14.0,1200.0,18.1,Natural Resources and Mining,48199.0
1575,100,Harris County,Fourth Quarter,1646.0,67196.0,-7.4,3255.0,-4.7,Natural Resources and Mining,48201.0
1576,101,Harrison County,Fourth Quarter,75.0,1641.0,7.5,1329.0,0.2,Natural Resources and Mining,48203.0
1577,102,Hartley County,Fourth Quarter,59.0,870.0,21.2,844.0,4.3,Natural Resources and Mining,48205.0
1578,103,Haskell County,Fourth Quarter,49.0,266.0,0.4,726.0,6.9,Natural Resources and Mining,48207.0
1579,104,Hays County,Fourth Quarter,52.0,280.0,29.6,1163.0,14.9,Natural Resources and Mining,48209.0
1580,105,Hemphill County,Fourth Quarter,54.0,534.0,34.8,1640.0,13.3,Natural Resources and Mining,48211.0
1581,106,Henderson County,Fourth Quarter,63.0,289.0,10.7,908.0,4.0,Natural Resources and Mining,48213.0
1582,107,Hidalgo County,Fourth Quarter,369.0,4562.0,1.1,966.0,9.6,Natural Resources and Mining,48215.0
1583,108,Hill County,Fourth Quarter,61.0,283.0,-1.7,918.0,-8.5,Natural Resources and Mining,48217.0
1584,109,Hockley County,Fourth Quarter,190.0,3074.0,10.7,1453.0,10.9,Natural Resources and Mining,48219.0
1585,110,Hood County,Fourth Quarter,75.0,1496.0,9.7,1375.0,7.3,Natural Resources and Mining,48221.0
1586,111,Hopkins County,Fourth Quarter,38.0,277.0,-2.5,934.0,-9.1,Natural Resources and Mining,48223.0
1587,112,Houston County,Fourth Quarter,43.0,208.0,-17.1,1273.0,-63.0,Natural Resources and Mining,48225.0
1588,113,Howard County,Fourth Quarter,136.0,1289.0,29.4,1402.0,16.1,Natural Resources and Mining,48227.0
1589,114,Hudspeth County,Fourth Quarter,20.0,150.0,4.2,783.0,-1.9,Natural Resources and Mining,48229.0
1590,115,Hunt County,Fourth Quarter,28.0,156.0,25.8,958.0,34.0,Natural Resources and Mining,48231.0
1591,116,Hutchinson County,Fourth Quarter,68.0,1386.0,0.6,1882.0,-1.1,Natural Resources and Mining,48233.0
1592,117,Irion County,Fourth Quarter,22.0,404.0,-47.8,1715.0,33.2,Natural Resources and Mining,48235.0
1593,118,Jack County,Fourth Quarter,42.0,876.0,7.6,1680.0,23.7,Natural Resources and Mining,48237.0
1594,119,Jackson County,Fourth Quarter,79.0,,,,,Natural Resources and Mining,48239.0
1595,120,Jasper County,Fourth Quarter,34.0,186.0,20.8,955.0,0.0,Natural Resources and Mining,48241.0
1596,121,Jeff Davis County,Fourth Quarter,11.0,210.0,-13.2,528.0,5.4,Natural Resources and Mining,48243.0
1597,122,Jefferson County,Fourth Quarter,82.0,554.0,-27.2,1489.0,3.2,Natural Resources and Mining,48245.0
1598,123,Jim Hogg County,Fourth Quarter,22.0,114.0,-7.3,1227.0,23.7,Natural Resources and Mining,48247.0
1599,124,Jim Wells County,Fourth Quarter,107.0,3120.0,30.7,1817.0,16.5,Natural Resources and Mining,48249.0
1600,125,Johnson County,Fourth Quarter,75.0,1768.0,101.4,1321.0,9.9,Natural Resources and Mining,48251.0
1601,126,Jones County,Fourth Quarter,41.0,284.0,-17.0,867.0,17.5,Natural Resources and Mining,48253.0
1602,127,Karnes County,Fourth Quarter,52.0,814.0,-7.3,1465.0,-23.9,Natural Resources and Mining,48255.0
1603,128,Kaufman County,Fourth Quarter,28.0,92.0,2.2,743.0,-15.6,Natural Resources and Mining,48257.0
1604,129,Kendall County,Fourth Quarter,51.0,458.0,81.0,2155.0,52.5,Natural Resources and Mining,48259.0
1605,130,Kenedy County,Fourth Quarter,5.0,,,,,Natural Resources and Mining,48261.0
1606,131,Kent County,Fourth Quarter,5.0,,,,,Natural Resources and Mining,48263.0
1607,132,Kerr County,Fourth Quarter,46.0,163.0,-2.4,721.0,8.4,Natural Resources and Mining,48265.0
1608,133,Kimble County,Fourth Quarter,13.0,,,,,Natural Resources and Mining,48267.0
1609,134,King County,Fourth Quarter,5.0,,,,,Natural Resources and Mining,48269.0
1610,135,Kinney County,Fourth Quarter,13.0,29.0,20.8,510.0,-11.1,Natural Resources and Mining,48271.0
1611,136,Kleberg County,Fourth Quarter,26.0,520.0,7.9,874.0,6.2,Natural Resources and Mining,48273.0
1612,137,Knox County,Fourth Quarter,38.0,205.0,-29.8,1053.0,-17.2,Natural Resources and Mining,48275.0
1613,138,Lamar County,Fourth Quarter,23.0,231.0,6.0,879.0,12.3,Natural Resources and Mining,48277.0
1614,139,Lamb County,Fourth Quarter,186.0,1159.0,-2.8,737.0,11.0,Natural Resources and Mining,48279.0
1615,140,Lampasas County,Fourth Quarter,18.0,62.0,5.1,851.0,-3.7,Natural Resources and Mining,48281.0
1616,141,La Salle County,Fourth Quarter,45.0,1329.0,1.4,1827.0,5.1,Natural Resources and Mining,48283.0
1617,142,Lavaca County,Fourth Quarter,37.0,316.0,12.5,1086.0,21.6,Natural Resources and Mining,48285.0
1618,143,Lee County,Fourth Quarter,45.0,688.0,20.1,918.0,8.1,Natural Resources and Mining,48287.0
1619,144,Leon County,Fourth Quarter,39.0,507.0,-26.7,1277.0,-6.1,Natural Resources and Mining,48289.0
1620,145,Liberty County,Fourth Quarter,74.0,741.0,-8.3,1264.0,6.8,Natural Resources and Mining,48291.0
1621,146,Limestone County,Fourth Quarter,31.0,413.0,37.7,1578.0,-1.9,Natural Resources and Mining,48293.0
1622,147,Lipscomb County,Fourth Quarter,26.0,216.0,11.9,982.0,20.2,Natural Resources and Mining,48295.0
1623,148,Live Oak County,Fourth Quarter,49.0,717.0,37.1,1333.0,0.7,Natural Resources and Mining,48297.0
1624,149,Llano County,Fourth Quarter,24.0,77.0,5.5,732.0,21.4,Natural Resources and Mining,48299.0
1625,150,Loving County,Fourth Quarter,4.0,,,,,Natural Resources and Mining,48301.0
1626,151,Lubbock County,Fourth Quarter,266.0,1765.0,5.1,1107.0,13.8,Natural Resources and Mining,48303.0
1627,152,Lynn County,Fourth Quarter,93.0,562.0,2.7,855.0,16.3,Natural Resources and Mining,48305.0
1628,153,McCulloch County,Fourth Quarter,37.0,489.0,9.6,1191.0,4.6,Natural Resources and Mining,48307.0
1629,154,McLennan County,Fourth Quarter,68.0,311.0,4.7,758.0,6.9,Natural Resources and Mining,48309.0
1630,155,McMullen County,Fourth Quarter,26.0,,,,,Natural Resources and Mining,48311.0
1631,156,Madison County,Fourth Quarter,28.0,714.0,-15.0,800.0,20.3,Natural Resources and Mining,48313.0
1632,157,Marion County,Fourth Quarter,5.0,11.0,10.0,739.0,20.2,Natural Resources and Mining,48315.0
1633,158,Martin County,Fourth Quarter,74.0,,,,,Natural Resources and Mining,48317.0
1634,159,Mason County,Fourth Quarter,29.0,124.0,-6.8,751.0,0.7,Natural Resources and Mining,48319.0
1635,160,Matagorda County,Fourth Quarter,113.0,706.0,2.8,1060.0,20.0,Natural Resources and Mining,48321.0
1636,161,Maverick County,Fourth Quarter,30.0,403.0,7.8,795.0,-25.5,Natural Resources and Mining,48323.0
1637,162,Medina County,Fourth Quarter,102.0,674.0,20.4,965.0,17.1,Natural Resources and Mining,48325.0
1638,163,Menard County,Fourth Quarter,8.0,20.0,11.1,739.0,-3.7,Natural Resources and Mining,48327.0
1639,164,Midland County,Fourth Quarter,929.0,24600.0,26.1,2022.0,-7.8,Natural Resources and Mining,48329.0
1640,165,Milam County,Fourth Quarter,47.0,203.0,-4.7,952.0,2.1,Natural Resources and Mining,48331.0
1641,166,Mills County,Fourth Quarter,15.0,86.0,-9.5,541.0,2.1,Natural Resources and Mining,48333.0
1642,167,Mitchell County,Fourth Quarter,38.0,282.0,0.7,1077.0,7.6,Natural Resources and Mining,48335.0
1643,168,Montague County,Fourth Quarter,59.0,641.0,4.1,1381.0,20.3,Natural Resources and Mining,48337.0
1644,169,Montgomery County,Fourth Quarter,272.0,4747.0,2.1,2560.0,3.1,Natural Resources and Mining,48339.0
1645,170,Moore County,Fourth Quarter,85.0,1151.0,12.4,1130.0,4.1,Natural Resources and Mining,48341.0
1646,171,Morris County,Fourth Quarter,8.0,31.0,-11.4,637.0,1.1,Natural Resources and Mining,48343.0
1647,172,Motley County,Fourth Quarter,11.0,56.0,-12.5,621.0,-10.1,Natural Resources and Mining,48345.0
1648,173,Nacogdoches County,Fourth Quarter,71.0,451.0,9.2,871.0,3.6,Natural Resources and Mining,48347.0
1649,174,Navarro County,Fourth Quarter,36.0,287.0,25.3,692.0,17.5,Natural Resources and Mining,48349.0
1650,175,Newton County,Fourth Quarter,14.0,96.0,0.0,933.0,14.8,Natural Resources and Mining,48351.0
1651,176,Nolan County,Fourth Quarter,47.0,279.0,16.3,1272.0,24.1,Natural Resources and Mining,48353.0
1652,177,Nueces County,Fourth Quarter,287.0,3756.0,14.4,1636.0,3.9,Natural Resources and Mining,48355.0
1653,178,Ochiltree County,Fourth Quarter,98.0,1553.0,11.0,1271.0,6.4,Natural Resources and Mining,48357.0
1654,179,Oldham County,Fourth Quarter,25.0,116.0,,1027.0,,Natural Resources and Mining,48359.0
1655,180,Orange County,Fourth Quarter,20.0,105.0,-1.9,1170.0,-3.1,Natural Resources and Mining,48361.0
1656,181,Palo Pinto County,Fourth Quarter,37.0,788.0,26.7,1275.0,2.7,Natural Resources and Mining,48363.0
1657,182,Panola County,Fourth Quarter,64.0,1003.0,5.8,1291.0,3.9,Natural Resources and Mining,48365.0
1658,183,Parker County,Fourth Quarter,159.0,2064.0,12.2,1668.0,19.1,Natural Resources and Mining,48367.0
1659,184,Parmer County,Fourth Quarter,108.0,1458.0,6.6,770.0,3.9,Natural Resources and Mining,48369.0
1660,185,Pecos County,Fourth Quarter,69.0,781.0,24.8,1340.0,6.3,Natural Resources and Mining,48371.0
1661,186,Polk County,Fourth Quarter,36.0,194.0,0.0,954.0,-19.4,Natural Resources and Mining,48373.0
1662,187,Potter County,Fourth Quarter,103.0,690.0,6.0,1489.0,10.7,Natural Resources and Mining,48375.0
1663,188,Presidio County,Fourth Quarter,20.0,273.0,-15.2,551.0,-45.8,Natural Resources and Mining,48377.0
1664,189,Rains County,Fourth Quarter,11.0,41.0,5.1,589.0,-3.8,Natural Resources and Mining,48379.0
1665,190,Randall County,Fourth Quarter,78.0,370.0,-8.4,848.0,2.7,Natural Resources and Mining,48381.0
1666,191,Reagan County,Fourth Quarter,49.0,647.0,27.6,1206.0,7.2,Natural Resources and Mining,48383.0
1667,192,Real County,Fourth Quarter,10.0,24.0,-17.2,614.0,0.8,Natural Resources and Mining,48385.0
1668,193,Red River County,Fourth Quarter,35.0,156.0,20.0,1664.0,-2.7,Natural Resources and Mining,48387.0
1669,194,Reeves County,Fourth Quarter,58.0,,,,,Natural Resources and Mining,48389.0
1670,195,Refugio County,Fourth Quarter,40.0,324.0,-13.6,1251.0,4.5,Natural Resources and Mining,48391.0
1671,196,Roberts County,Fourth Quarter,12.0,,,,,Natural Resources and Mining,48393.0
1672,197,Robertson County,Fourth Quarter,61.0,528.0,-0.2,1297.0,16.6,Natural Resources and Mining,48395.0
1673,198,Rockwall County,Fourth Quarter,19.0,116.0,23.4,1317.0,3.8,Natural Resources and Mining,48397.0
1674,199,Runnels County,Fourth Quarter,40.0,218.0,1.9,782.0,11.9,Natural Resources and Mining,48399.0
1675,200,Rusk County,Fourth Quarter,60.0,1139.0,7.4,1428.0,-13.0,Natural Resources and Mining,48401.0
1676,201,Sabine County,Fourth Quarter,10.0,93.0,10.7,1798.0,0.6,Natural Resources and Mining,48403.0
1677,202,San Augustine County,Fourth Quarter,17.0,,,,,Natural Resources and Mining,48405.0
1678,203,San Jacinto County,Fourth Quarter,8.0,22.0,4.8,673.0,-6.1,Natural Resources and Mining,48407.0
1679,204,San Patricio County,Fourth Quarter,105.0,869.0,16.3,1220.0,2.8,Natural Resources and Mining,48409.0
1680,205,San Saba County,Fourth Quarter,38.0,237.0,-4.8,708.0,4.1,Natural Resources and Mining,48411.0
1681,206,Schleicher County,Fourth Quarter,24.0,,,,,Natural Resources and Mining,48413.0
1682,207,Scurry County,Fourth Quarter,77.0,1492.0,-16.5,1440.0,13.4,Natural Resources and Mining,48415.0
1683,208,Shackelford County,Fourth Quarter,47.0,455.0,-7.5,1511.0,23.6,Natural Resources and Mining,48417.0
1684,209,Shelby County,Fourth Quarter,74.0,635.0,-23.2,774.0,-23.7,Natural Resources and Mining,48419.0
1685,210,Sherman County,Fourth Quarter,31.0,376.0,-11.1,896.0,-3.1,Natural Resources and Mining,48421.0
1686,211,Smith County,Fourth Quarter,204.0,3004.0,2.2,1353.0,7.0,Natural Resources and Mining,48423.0
1687,212,Somervell County,Fourth Quarter,9.0,153.0,194.2,1756.0,2.5,Natural Resources and Mining,48425.0
1688,213,Starr County,Fourth Quarter,22.0,233.0,-5.7,1047.0,-7.3,Natural Resources and Mining,48427.0
1689,214,Stephens County,Fourth Quarter,61.0,399.0,4.5,1456.0,28.2,Natural Resources and Mining,48429.0
1690,215,Sterling County,Fourth Quarter,26.0,146.0,-7.0,1258.0,4.9,Natural Resources and Mining,48431.0
1691,216,Stonewall County,Fourth Quarter,16.0,73.0,10.6,1268.0,54.4,Natural Resources and Mining,48433.0
1692,217,Sutton County,Fourth Quarter,45.0,369.0,13.5,2120.0,11.9,Natural Resources and Mining,48435.0
1693,218,Swisher County,Fourth Quarter,55.0,461.0,2.9,805.0,7.3,Natural Resources and Mining,48437.0
1694,219,Tarrant County,Fourth Quarter,419.0,8562.0,4.2,2178.0,4.9,Natural Resources and Mining,48439.0
1695,220,Taylor County,Fourth Quarter,134.0,1211.0,18.4,1351.0,11.4,Natural Resources and Mining,48441.0
1696,221,Terrell County,Fourth Quarter,8.0,12.0,20.0,472.0,-11.8,Natural Resources and Mining,48443.0
1697,222,Terry County,Fourth Quarter,146.0,1085.0,10.0,1324.0,13.4,Natural Resources and Mining,48445.0
1698,223,Throckmorton County,Fourth Quarter,19.0,72.0,-20.0,628.0,-24.3,Natural Resources and Mining,48447.0
1699,224,Titus County,Fourth Quarter,18.0,183.0,-25.0,1251.0,-17.5,Natural Resources and Mining,48449.0
1700,225,Tom Green County,Fourth Quarter,183.0,1575.0,12.7,1168.0,13.3,Natural Resources and Mining,48451.0
1701,226,Travis County,Fourth Quarter,213.0,2528.0,18.1,2652.0,-4.4,Natural Resources and Mining,48453.0
1702,227,Trinity County,Fourth Quarter,8.0,38.0,,1015.0,,Natural Resources and Mining,48455.0
1703,228,Tyler County,Fourth Quarter,23.0,166.0,0.6,1043.0,5.7,Natural Resources and Mining,48457.0
1704,229,Upshur County,Fourth Quarter,25.0,131.0,21.3,1240.0,1.0,Natural Resources and Mining,48459.0
1705,230,Upton County,Fourth Quarter,28.0,479.0,3.7,1757.0,-4.3,Natural Resources and Mining,48461.0
1706,231,Uvalde County,Fourth Quarter,81.0,550.0,-18.3,641.0,3.6,Natural Resources and Mining,48463.0
1707,232,Val Verde County,Fourth Quarter,29.0,194.0,78.0,1277.0,91.5,Natural Resources and Mining,48465.0
1708,233,Van Zandt County,Fourth Quarter,58.0,537.0,8.0,511.0,0.8,Natural Resources and Mining,48467.0
1709,234,Victoria County,Fourth Quarter,135.0,2344.0,14.7,1556.0,11.9,Natural Resources and Mining,48469.0
1710,236,Waller County,Fourth Quarter,64.0,531.0,20.1,1421.0,15.2,Natural Resources and Mining,48473.0
1711,237,Ward County,Fourth Quarter,86.0,1487.0,6.7,1421.0,1.9,Natural Resources and Mining,48475.0
1712,238,Washington County,Fourth Quarter,65.0,251.0,-2.0,1017.0,-1.8,Natural Resources and Mining,48477.0
1713,239,Webb County,Fourth Quarter,105.0,2089.0,23.8,1441.0,17.2,Natural Resources and Mining,48479.0
1714,240,Wharton County,Fourth Quarter,199.0,2269.0,4.4,884.0,9.3,Natural Resources and Mining,48481.0
1715,241,Wheeler County,Fourth Quarter,43.0,486.0,9.0,1412.0,26.8,Natural Resources and Mining,48483.0
1716,242,Wichita County,Fourth Quarter,164.0,985.0,1.7,1840.0,39.3,Natural Resources and Mining,48485.0
