,Area Name,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS
2171,Potter County,Third Quarter,878.0,14748.0,-3.8,775.0,-0.5,"Trade,Transportation, and Utilities",48375.0
2172,Presidio County,Third Quarter,43.0,266.0,-2.2,538.0,14.5,"Trade,Transportation, and Utilities",48377.0
2173,Rains County,Third Quarter,46.0,407.0,0.2,623.0,-2.7,"Trade,Transportation, and Utilities",48379.0
2174,Randall County,Third Quarter,515.0,8410.0,-2.3,703.0,-0.8,"Trade,Transportation, and Utilities",48381.0
2175,Reagan County,Third Quarter,33.0,609.0,27.7,1717.0,27.8,"Trade,Transportation, and Utilities",48383.0
2176,Real County,Third Quarter,22.0,127.0,16.5,427.0,-15.6,"Trade,Transportation, and Utilities",48385.0
2177,Red River County,Third Quarter,56.0,344.0,-1.7,646.0,0.3,"Trade,Transportation, and Utilities",48387.0
2178,Reeves County,Third Quarter,79.0,1155.0,36.4,865.0,17.8,"Trade,Transportation, and Utilities",48389.0
2179,Refugio County,Third Quarter,33.0,352.0,-2.5,674.0,-0.3,"Trade,Transportation, and Utilities",48391.0
2180,Roberts County,Third Quarter,5.0,19.0,-42.4,440.0,-46.1,"Trade,Transportation, and Utilities",48393.0
2181,Robertson County,Third Quarter,91.0,1179.0,10.8,1090.0,-2.7,"Trade,Transportation, and Utilities",48395.0
2182,Rockwall County,Third Quarter,471.0,6720.0,4.1,703.0,-0.3,"Trade,Transportation, and Utilities",48397.0
2183,Runnels County,Third Quarter,60.0,564.0,2.4,710.0,-7.1,"Trade,Transportation, and Utilities",48399.0
2184,Rusk County,Third Quarter,188.0,2324.0,-3.6,898.0,-4.3,"Trade,Transportation, and Utilities",48401.0
2185,Sabine County,Third Quarter,52.0,365.0,0.3,427.0,-1.2,"Trade,Transportation, and Utilities",48403.0
2186,San Augustine County,Third Quarter,45.0,495.0,19.3,762.0,-5.5,"Trade,Transportation, and Utilities",48405.0
2187,San Jacinto County,Third Quarter,56.0,369.0,3.9,545.0,-2.0,"Trade,Transportation, and Utilities",48407.0
2188,San Patricio County,Third Quarter,217.0,3075.0,-10.0,686.0,-2.8,"Trade,Transportation, and Utilities",48409.0
2189,San Saba County,Third Quarter,48.0,555.0,-15.9,762.0,-13.8,"Trade,Transportation, and Utilities",48411.0
2190,Schleicher County,Third Quarter,12.0,93.0,-23.1,933.0,22.9,"Trade,Transportation, and Utilities",48413.0
2191,Scurry County,Third Quarter,103.0,1510.0,9.9,986.0,5.1,"Trade,Transportation, and Utilities",48415.0
2192,Shackelford County,Third Quarter,35.0,182.0,-7.1,738.0,-6.9,"Trade,Transportation, and Utilities",48417.0
2193,Shelby County,Third Quarter,143.0,1423.0,-5.6,655.0,11.2,"Trade,Transportation, and Utilities",48419.0
2194,Sherman County,Third Quarter,27.0,174.0,-4.4,874.0,1.5,"Trade,Transportation, and Utilities",48421.0
2195,Smith County,Third Quarter,1262.0,21927.0,-0.4,728.0,1.0,"Trade,Transportation, and Utilities",48423.0
2196,Somervell County,Third Quarter,51.0,1307.0,-8.0,1493.0,-12.1,"Trade,Transportation, and Utilities",48425.0
2197,Starr County,Third Quarter,165.0,1988.0,1.1,508.0,1.4,"Trade,Transportation, and Utilities",48427.0
2198,Stephens County,Third Quarter,55.0,510.0,-2.7,534.0,21.1,"Trade,Transportation, and Utilities",48429.0
2199,Sterling County,Third Quarter,15.0,90.0,-10.9,953.0,6.2,"Trade,Transportation, and Utilities",48431.0
2200,Stonewall County,Third Quarter,13.0,47.0,-6.0,883.0,8.5,"Trade,Transportation, and Utilities",48433.0
2201,Sutton County,Third Quarter,42.0,557.0,2.8,1569.0,24.4,"Trade,Transportation, and Utilities",48435.0
2202,Swisher County,Third Quarter,37.0,285.0,-8.7,620.0,0.8,"Trade,Transportation, and Utilities",48437.0
2203,Tarrant County,Third Quarter,9549.0,215381.0,1.7,956.0,-1.1,"Trade,Transportation, and Utilities",48439.0
2204,Taylor County,Third Quarter,788.0,11904.0,1.5,744.0,6.1,"Trade,Transportation, and Utilities",48441.0
2205,Terrell County,Third Quarter,11.0,33.0,-17.5,631.0,13.3,"Trade,Transportation, and Utilities",48443.0
2206,Terry County,Third Quarter,67.0,629.0,-20.5,887.0,25.6,"Trade,Transportation, and Utilities",48445.0
2207,Throckmorton County,Third Quarter,15.0,91.0,-3.2,498.0,-11.9,"Trade,Transportation, and Utilities",48447.0
2208,Titus County,Third Quarter,179.0,2492.0,2.7,681.0,-3.4,"Trade,Transportation, and Utilities",48449.0
2209,Tom Green County,Third Quarter,622.0,9074.0,0.1,699.0,6.9,"Trade,Transportation, and Utilities",48451.0
2210,Travis County,Third Quarter,6319.0,109116.0,2.1,1033.0,-0.8,"Trade,Transportation, and Utilities",48453.0
2211,Trinity County,Third Quarter,52.0,364.0,0.8,561.0,-2.6,"Trade,Transportation, and Utilities",48455.0
2212,Tyler County,Third Quarter,79.0,725.0,-8.2,635.0,4.3,"Trade,Transportation, and Utilities",48457.0
2213,Upshur County,Third Quarter,110.0,1170.0,2.8,690.0,1.3,"Trade,Transportation, and Utilities",48459.0
2214,Upton County,Third Quarter,24.0,340.0,10.7,1188.0,14.1,"Trade,Transportation, and Utilities",48461.0
2215,Uvalde County,Third Quarter,168.0,1989.0,-4.4,632.0,1.9,"Trade,Transportation, and Utilities",48463.0
2216,Val Verde County,Third Quarter,235.0,3577.0,6.9,585.0,-5.6,"Trade,Transportation, and Utilities",48465.0
2217,Van Zandt County,Third Quarter,218.0,2124.0,5.3,640.0,-3.5,"Trade,Transportation, and Utilities",48467.0
2218,Victoria County,Third Quarter,568.0,9448.0,0.5,815.0,4.8,"Trade,Transportation, and Utilities",48469.0
2219,Walker County,Third Quarter,228.0,3006.0,0.4,578.0,2.3,"Trade,Transportation, and Utilities",48471.0
2220,Waller County,Third Quarter,186.0,2998.0,-1.8,753.0,0.3,"Trade,Transportation, and Utilities",48473.0
2221,Ward County,Third Quarter,83.0,1021.0,10.6,1048.0,4.5,"Trade,Transportation, and Utilities",48475.0
2222,Washington County,Third Quarter,201.0,3365.0,0.4,680.0,0.1,"Trade,Transportation, and Utilities",48477.0
2223,Webb County,Third Quarter,2311.0,29972.0,-1.0,653.0,-0.8,"Trade,Transportation, and Utilities",48479.0
2224,Wharton County,Third Quarter,284.0,3716.0,2.9,727.0,-2.0,"Trade,Transportation, and Utilities",48481.0
2225,Wheeler County,Third Quarter,48.0,347.0,-3.9,710.0,6.6,"Trade,Transportation, and Utilities",48483.0
2226,Wichita County,Third Quarter,717.0,10278.0,-3.1,651.0,-3.6,"Trade,Transportation, and Utilities",48485.0
2227,Wilbarger County,Third Quarter,69.0,924.0,-2.3,770.0,-0.9,"Trade,Transportation, and Utilities",48487.0
2228,Willacy County,Third Quarter,50.0,406.0,-18.6,584.0,1.9,"Trade,Transportation, and Utilities",48489.0
2229,Williamson County,Third Quarter,2010.0,39602.0,4.6,999.0,0.4,"Trade,Transportation, and Utilities",48491.0
2230,Wilson County,Third Quarter,141.0,1788.0,15.4,637.0,5.5,"Trade,Transportation, and Utilities",48493.0
2231,Winkler County,Third Quarter,44.0,559.0,8.3,961.0,0.3,"Trade,Transportation, and Utilities",48495.0
2232,Wise County,Third Quarter,310.0,3992.0,0.8,842.0,-5.0,"Trade,Transportation, and Utilities",48497.0
2233,Wood County,Third Quarter,183.0,1845.0,0.1,617.0,-1.1,"Trade,Transportation, and Utilities",48499.0
2234,Yoakum County,Third Quarter,60.0,586.0,4.6,893.0,-4.9,"Trade,Transportation, and Utilities",48501.0
2235,Young County,Third Quarter,111.0,1029.0,-1.2,702.0,-4.1,"Trade,Transportation, and Utilities",48503.0
2236,Zapata County,Third Quarter,36.0,333.0,0.3,552.0,-5.0,"Trade,Transportation, and Utilities",48505.0
2237,Zavala County,Third Quarter,27.0,273.0,4.6,889.0,27.2,"Trade,Transportation, and Utilities",48507.0
2238, ,,,,,,,,
2239,Anderson County,Third Quarter,33.0,70.0,150.0,878.0,-1.5,Unclassified,48001.0
2240,Andrews County,Third Quarter,3.0,1.0,,1059.0,2421.4,Unclassified,48003.0
2241,Angelina County,Third Quarter,6.0,10.0,,840.0,,Unclassified,48005.0
2242,Aransas County,Third Quarter,11.0,9.0,200.0,441.0,16.1,Unclassified,48007.0
2243,Armstrong County,Third Quarter,1.0,3.0,,615.0,,Unclassified,48011.0
2244,Atascosa County,Third Quarter,6.0,9.0,12.5,544.0,82.6,Unclassified,48013.0
2245,Austin County,Third Quarter,20.0,41.0,17.1,1250.0,-7.1,Unclassified,48015.0
2246,Bailey County,Third Quarter,5.0,,,,,Unclassified,48017.0
2247,Bandera County,Third Quarter,1.0,4.0,33.3,303.0,-25.0,Unclassified,48019.0
2248,Bastrop County,Third Quarter,12.0,,,,,Unclassified,48021.0
2249,Bee County,Third Quarter,5.0,9.0,80.0,440.0,20.2,Unclassified,48025.0
2250,Bell County,Third Quarter,29.0,36.0,24.1,420.0,-20.6,Unclassified,48027.0
2251,Bexar County,Third Quarter,385.0,735.0,130.4,580.0,-14.1,Unclassified,48029.0
2252,Blanco County,Third Quarter,1.0,,,,,Unclassified,48031.0
2253,Bosque County,Third Quarter,4.0,7.0,133.3,388.0,-36.2,Unclassified,48035.0
2254,Bowie County,Third Quarter,21.0,32.0,190.9,576.0,-40.7,Unclassified,48037.0
2255,Brazoria County,Third Quarter,47.0,73.0,87.2,617.0,13.2,Unclassified,48039.0
2256,Brazos County,Third Quarter,56.0,128.0,137.0,432.0,24.5,Unclassified,48041.0
2257,Brewster County,Third Quarter,3.0,6.0,100.0,552.0,-65.5,Unclassified,48043.0
2258,Briscoe County,Third Quarter,1.0,,,,,Unclassified,48045.0
2259,Brooks County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48047.0
2260,Brown County,Third Quarter,5.0,15.0,,423.0,,Unclassified,48049.0
2261,Burleson County,Third Quarter,9.0,25.0,47.1,434.0,14.2,Unclassified,48051.0
2262,Burnet County,Third Quarter,11.0,18.0,125.0,598.0,-11.8,Unclassified,48053.0
2263,Caldwell County,Third Quarter,5.0,17.0,88.9,687.0,-10.2,Unclassified,48055.0
2264,Calhoun County,Third Quarter,5.0,12.0,71.4,489.0,157.4,Unclassified,48057.0
2265,Callahan County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48059.0
2266,Cameron County,Third Quarter,55.0,126.0,80.0,594.0,5.1,Unclassified,48061.0
2267,Camp County,Third Quarter,2.0,,,,,Unclassified,48063.0
2268,Carson County,Third Quarter,2.0,,,,,Unclassified,48065.0
2269,Cass County,Third Quarter,3.0,8.0,166.7,274.0,-20.3,Unclassified,48067.0
2270,Castro County,Third Quarter,3.0,,,,,Unclassified,48069.0
2271,Chambers County,Third Quarter,10.0,16.0,14.3,396.0,-14.7,Unclassified,48071.0
2272,Cherokee County,Third Quarter,6.0,16.0,23.1,411.0,55.1,Unclassified,48073.0
2273,Clay County,Third Quarter,1.0,8.0,,253.0,,Unclassified,48077.0
2274,Cochran County,Third Quarter,3.0,2.0,,472.0,,Unclassified,48079.0
2275,Coke County,Third Quarter,1.0,1.0,-50.0,211.0,-93.3,Unclassified,48081.0
2276,Coleman County,Third Quarter,3.0,,,,,Unclassified,48083.0
2277,Collin County,Third Quarter,297.0,490.0,23.4,885.0,21.4,Unclassified,48085.0
2278,Collingsworth County,Third Quarter,3.0,,,,,Unclassified,48087.0
2279,Colorado County,Third Quarter,7.0,13.0,,331.0,,Unclassified,48089.0
2280,Comal County,Third Quarter,30.0,50.0,-10.7,520.0,-17.2,Unclassified,48091.0
2281,Comanche County,Third Quarter,1.0,4.0,0.0,569.0,-12.6,Unclassified,48093.0
2282,Concho County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48095.0
2283,Cooke County,Third Quarter,5.0,9.0,-40.0,669.0,3.1,Unclassified,48097.0
2284,Coryell County,Third Quarter,12.0,38.0,660.0,1019.0,26.9,Unclassified,48099.0
2285,Cottle County,Third Quarter,4.0,,,,,Unclassified,48101.0
2286,Crane County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48103.0
2287,Crosby County,Third Quarter,3.0,,,,,Unclassified,48107.0
2288,Dallam County,Third Quarter,9.0,13.0,62.5,315.0,24.5,Unclassified,48111.0
2289,Dallas County,Third Quarter,887.0,1462.0,48.6,1612.0,99.3,Unclassified,48113.0
2290,Dawson County,Third Quarter,8.0,10.0,233.3,550.0,21.1,Unclassified,48115.0
2291,Deaf Smith County,Third Quarter,2.0,3.0,200.0,513.0,-17.9,Unclassified,48117.0
2292,Denton County,Third Quarter,127.0,239.0,82.4,852.0,-19.2,Unclassified,48121.0
2293,DeWitt County,Third Quarter,5.0,7.0,-58.8,732.0,70.6,Unclassified,48123.0
2294,Dimmit County,Third Quarter,4.0,,,,,Unclassified,48127.0
2295,Donley County,Third Quarter,2.0,,,,,Unclassified,48129.0
2296,Duval County,Third Quarter,2.0,,,,,Unclassified,48131.0
2297,Eastland County,Third Quarter,1.0,0.0,,1131.0,,Unclassified,48133.0
2298,Ector County,Third Quarter,18.0,46.0,820.0,367.0,-55.5,Unclassified,48135.0
2299,Edwards County,Third Quarter,1.0,3.0,,608.0,,Unclassified,48137.0
2300,Ellis County,Third Quarter,30.0,55.0,161.9,498.0,-20.7,Unclassified,48139.0
2301,El Paso County,Third Quarter,139.0,261.0,82.5,513.0,15.0,Unclassified,48141.0
2302,Erath County,Third Quarter,8.0,9.0,80.0,442.0,291.2,Unclassified,48143.0
2303,Falls County,Third Quarter,2.0,,,,,Unclassified,48145.0
2304,Fannin County,Third Quarter,2.0,5.0,25.0,730.0,122.6,Unclassified,48147.0
2305,Fayette County,Third Quarter,11.0,15.0,200.0,360.0,-51.7,Unclassified,48149.0
2306,Fisher County,Third Quarter,4.0,,,,,Unclassified,48151.0
2307,Floyd County,Third Quarter,6.0,,,,,Unclassified,48153.0
2308,Foard County,Third Quarter,2.0,,,,,Unclassified,48155.0
2309,Fort Bend County,Third Quarter,192.0,230.0,35.3,605.0,-6.5,Unclassified,48157.0
2310,Franklin County,Third Quarter,1.0,,,,,Unclassified,48159.0
2311,Freestone County,Third Quarter,4.0,9.0,,554.0,,Unclassified,48161.0
2312,Frio County,Third Quarter,3.0,1.0,0.0,126.0,5.0,Unclassified,48163.0
2313,Gaines County,Third Quarter,7.0,30.0,233.3,506.0,-62.4,Unclassified,48165.0
2314,Galveston County,Third Quarter,84.0,141.0,43.9,656.0,23.1,Unclassified,48167.0
2315,Garza County,Third Quarter,3.0,,,,,Unclassified,48169.0
2316,Gillespie County,Third Quarter,7.0,16.0,14.3,443.0,74.4,Unclassified,48171.0
2317,Glasscock County,Third Quarter,1.0,2.0,,511.0,,Unclassified,48173.0
2318,Goliad County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48175.0
2319,Gonzales County,Third Quarter,4.0,9.0,0.0,342.0,-3.4,Unclassified,48177.0
2320,Gray County,Third Quarter,5.0,31.0,,359.0,,Unclassified,48179.0
2321,Grayson County,Third Quarter,25.0,94.0,100.0,459.0,7.5,Unclassified,48181.0
2322,Gregg County,Third Quarter,25.0,48.0,140.0,419.0,-14.1,Unclassified,48183.0
2323,Grimes County,Third Quarter,2.0,3.0,200.0,2689.0,198.8,Unclassified,48185.0
2324,Guadalupe County,Third Quarter,20.0,43.0,95.5,507.0,-16.9,Unclassified,48187.0
2325,Hale County,Third Quarter,8.0,13.0,30.0,424.0,-4.1,Unclassified,48189.0
2326,Hall County,Third Quarter,1.0,2.0,100.0,230.0,-66.8,Unclassified,48191.0
2327,Hamilton County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48193.0
2328,Hansford County,Third Quarter,3.0,,,,,Unclassified,48195.0
2329,Hardeman County,Third Quarter,2.0,,,,,Unclassified,48197.0
2330,Hardin County,Third Quarter,4.0,7.0,,572.0,,Unclassified,48199.0
2331,Harris County,Third Quarter,1160.0,1992.0,50.7,648.0,5.4,Unclassified,48201.0
2332,Harrison County,Third Quarter,9.0,32.0,966.7,387.0,17.3,Unclassified,48203.0
2333,Haskell County,Third Quarter,2.0,,,,,Unclassified,48207.0
2334,Hays County,Third Quarter,31.0,51.0,537.5,569.0,13.8,Unclassified,48209.0
2335,Hemphill County,Third Quarter,1.0,1.0,,577.0,,Unclassified,48211.0
2336,Henderson County,Third Quarter,7.0,21.0,162.5,570.0,316.1,Unclassified,48213.0
2337,Hidalgo County,Third Quarter,183.0,326.0,126.4,399.0,26.7,Unclassified,48215.0
2338,Hill County,Third Quarter,3.0,10.0,900.0,520.0,-66.2,Unclassified,48217.0
2339,Hockley County,Third Quarter,6.0,17.0,466.7,397.0,77.2,Unclassified,48219.0
2340,Hood County,Third Quarter,10.0,18.0,260.0,325.0,21.7,Unclassified,48221.0
2341,Hopkins County,Third Quarter,8.0,13.0,160.0,755.0,86.4,Unclassified,48223.0
2342,Houston County,Third Quarter,27.0,57.0,14.0,1267.0,30.5,Unclassified,48225.0
2343,Howard County,Third Quarter,6.0,5.0,25.0,759.0,-49.3,Unclassified,48227.0
2344,Hudspeth County,Third Quarter,1.0,1.0,,255.0,,Unclassified,48229.0
2345,Hunt County,Third Quarter,12.0,38.0,123.5,492.0,23.9,Unclassified,48231.0
2346,Hutchinson County,Third Quarter,4.0,9.0,,290.0,,Unclassified,48233.0
2347,Jack County,Third Quarter,1.0,,,,,Unclassified,48237.0
2348,Jackson County,Third Quarter,7.0,10.0,25.0,296.0,-1.0,Unclassified,48239.0
2349,Jasper County,Third Quarter,2.0,8.0,,512.0,,Unclassified,48241.0
2350,Jefferson County,Third Quarter,27.0,59.0,555.6,435.0,39.9,Unclassified,48245.0
2351,Jim Hogg County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48247.0
2352,Jim Wells County,Third Quarter,4.0,7.0,133.3,268.0,-10.1,Unclassified,48249.0
2353,Johnson County,Third Quarter,29.0,51.0,75.9,688.0,9.2,Unclassified,48251.0
2354,Jones County,Third Quarter,1.0,0.0,,0.0,-100.0,Unclassified,48253.0
2355,Karnes County,Third Quarter,4.0,,,,,Unclassified,48255.0
2356,Kaufman County,Third Quarter,17.0,29.0,0.0,1609.0,151.0,Unclassified,48257.0
2357,Kendall County,Third Quarter,7.0,13.0,0.0,510.0,12.1,Unclassified,48259.0
2358,Kenedy County,Third Quarter,1.0,1.0,,1417.0,,Unclassified,48261.0
2359,Kent County,Third Quarter,1.0,1.0,0.0,114.0,37.3,Unclassified,48263.0
2360,Kerr County,Third Quarter,9.0,11.0,1000.0,1139.0,198.2,Unclassified,48265.0
2361,Kimble County,Third Quarter,2.0,0.0,,0.0,,Unclassified,48267.0
2362,Kinney County,Third Quarter,1.0,2.0,,235.0,,Unclassified,48271.0
2363,Kleberg County,Third Quarter,4.0,4.0,300.0,308.0,28.3,Unclassified,48273.0
2364,Knox County,Third Quarter,2.0,2.0,,345.0,,Unclassified,48275.0
2365,Lamar County,Third Quarter,4.0,21.0,23.5,488.0,89.9,Unclassified,48277.0
2366,Lamb County,Third Quarter,7.0,21.0,250.0,580.0,36.8,Unclassified,48279.0
2367,Lampasas County,Third Quarter,4.0,3.0,-40.0,180.0,-17.8,Unclassified,48281.0
2368,La Salle County,Third Quarter,3.0,8.0,166.7,696.0,-23.9,Unclassified,48283.0
2369,Lavaca County,Third Quarter,5.0,6.0,-40.0,612.0,117.8,Unclassified,48285.0
2370,Lee County,Third Quarter,1.0,3.0,200.0,1167.0,41.8,Unclassified,48287.0
2371,Leon County,Third Quarter,6.0,22.0,214.3,386.0,-15.2,Unclassified,48289.0
2372,Liberty County,Third Quarter,6.0,17.0,-46.9,703.0,0.3,Unclassified,48291.0
2373,Limestone County,Third Quarter,2.0,7.0,-30.0,279.0,15.8,Unclassified,48293.0
2374,Lipscomb County,Third Quarter,1.0,,,,,Unclassified,48295.0
2375,Llano County,Third Quarter,1.0,4.0,-42.9,574.0,49.1,Unclassified,48299.0
2376,Lubbock County,Third Quarter,56.0,129.0,180.4,448.0,15.8,Unclassified,48303.0
2377,Lynn County,Third Quarter,3.0,3.0,0.0,548.0,7.7,Unclassified,48305.0
2378,McCulloch County,Third Quarter,2.0,3.0,200.0,514.0,-8.7,Unclassified,48307.0
2379,McLennan County,Third Quarter,34.0,75.0,120.6,473.0,1.7,Unclassified,48309.0
2380,McMullen County,Third Quarter,1.0,3.0,0.0,694.0,5.5,Unclassified,48311.0
2381,Madison County,Third Quarter,3.0,7.0,,796.0,,Unclassified,48313.0
2382,Marion County,Third Quarter,2.0,7.0,,352.0,,Unclassified,48315.0
2383,Martin County,Third Quarter,1.0,1.0,,533.0,,Unclassified,48317.0
2384,Mason County,Third Quarter,2.0,,,,,Unclassified,48319.0
2385,Matagorda County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48321.0
2386,Maverick County,Third Quarter,3.0,0.0,-100.0,0.0,-100.0,Unclassified,48323.0
2387,Medina County,Third Quarter,7.0,6.0,200.0,330.0,-29.3,Unclassified,48325.0
2388,Midland County,Third Quarter,46.0,92.0,35.3,756.0,23.3,Unclassified,48329.0
2389,Milam County,Third Quarter,2.0,2.0,-33.3,754.0,87.1,Unclassified,48331.0
2390,Mills County,Third Quarter,1.0,,,,,Unclassified,48333.0
2391,Montague County,Third Quarter,3.0,3.0,,353.0,,Unclassified,48337.0
2392,Montgomery County,Third Quarter,100.0,168.0,64.7,807.0,-6.4,Unclassified,48339.0
2393,Moore County,Third Quarter,4.0,14.0,-6.7,297.0,-14.7,Unclassified,48341.0
2394,Morris County,Third Quarter,3.0,2.0,100.0,483.0,49.1,Unclassified,48343.0
2395,Motley County,Third Quarter,1.0,,,,,Unclassified,48345.0
2396,Nacogdoches County,Third Quarter,6.0,15.0,36.4,305.0,2.0,Unclassified,48347.0
2397,Navarro County,Third Quarter,12.0,24.0,71.4,463.0,64.8,Unclassified,48349.0
2398,Nolan County,Third Quarter,5.0,9.0,125.0,614.0,62.4,Unclassified,48353.0
2399,Nueces County,Third Quarter,43.0,99.0,130.2,454.0,18.8,Unclassified,48355.0
2400,Ochiltree County,Third Quarter,3.0,9.0,200.0,446.0,-54.7,Unclassified,48357.0
2401,Oldham County,Third Quarter,1.0,1.0,,502.0,,Unclassified,48359.0
2402,Orange County,Third Quarter,13.0,23.0,9.5,509.0,23.5,Unclassified,48361.0
2403,Palo Pinto County,Third Quarter,4.0,11.0,57.1,534.0,70.6,Unclassified,48363.0
2404,Panola County,Third Quarter,2.0,5.0,150.0,230.0,-39.5,Unclassified,48365.0
2405,Parker County,Third Quarter,28.0,28.0,0.0,664.0,31.2,Unclassified,48367.0
2406,Parmer County,Third Quarter,5.0,15.0,50.0,865.0,-4.5,Unclassified,48369.0
2407,Pecos County,Third Quarter,3.0,6.0,200.0,324.0,-3.6,Unclassified,48371.0
2408,Polk County,Third Quarter,5.0,12.0,1100.0,598.0,21.5,Unclassified,48373.0
2409,Potter County,Third Quarter,22.0,49.0,14.0,605.0,52.4,Unclassified,48375.0
2410,Presidio County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48377.0
2411,Rains County,Third Quarter,2.0,,,,,Unclassified,48379.0
2412,Randall County,Third Quarter,14.0,24.0,242.9,482.0,-29.3,Unclassified,48381.0
2413,Reagan County,Third Quarter,1.0,,,,,Unclassified,48383.0
2414,Red River County,Third Quarter,2.0,5.0,-16.7,975.0,33.0,Unclassified,48387.0
2415,Reeves County,Third Quarter,4.0,4.0,,598.0,,Unclassified,48389.0
2416,Refugio County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48391.0
2417,Roberts County,Third Quarter,1.0,1.0,0.0,555.0,-5.6,Unclassified,48393.0
2418,Robertson County,Third Quarter,10.0,14.0,366.7,448.0,75.7,Unclassified,48395.0
2419,Rockwall County,Third Quarter,29.0,79.0,21.5,911.0,-13.3,Unclassified,48397.0
2420,Runnels County,Third Quarter,1.0,1.0,,325.0,,Unclassified,48399.0
2421,Rusk County,Third Quarter,5.0,12.0,1100.0,261.0,107.1,Unclassified,48401.0
2422,Sabine County,Third Quarter,2.0,,,,,Unclassified,48403.0
2423,San Augustine County,Third Quarter,1.0,1.0,,12.0,,Unclassified,48405.0
2424,San Jacinto County,Third Quarter,9.0,12.0,1100.0,168.0,-9.2,Unclassified,48407.0
2425,San Patricio County,Third Quarter,4.0,13.0,225.0,564.0,12.4,Unclassified,48409.0
2426,San Saba County,Third Quarter,1.0,0.0,,35.0,,Unclassified,48411.0
2427,Schleicher County,Third Quarter,2.0,2.0,,414.0,,Unclassified,48413.0
2428,Scurry County,Third Quarter,2.0,1.0,,650.0,,Unclassified,48415.0
2429,Shackelford County,Third Quarter,2.0,,,,,Unclassified,48417.0
2430,Shelby County,Third Quarter,3.0,5.0,-28.6,646.0,24.7,Unclassified,48419.0
2431,Sherman County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48421.0
2432,Smith County,Third Quarter,30.0,68.0,,400.0,,Unclassified,48423.0
2433,Somervell County,Third Quarter,2.0,1.0,,356.0,,Unclassified,48425.0
2434,Starr County,Third Quarter,5.0,9.0,,427.0,,Unclassified,48427.0
2435,Stephens County,Third Quarter,1.0,,,,,Unclassified,48429.0
2436,Sterling County,Third Quarter,1.0,1.0,,243.0,,Unclassified,48431.0
2437,Sutton County,Third Quarter,3.0,,,,,Unclassified,48435.0
2438,Swisher County,Third Quarter,4.0,,,,,Unclassified,48437.0
2439,Tarrant County,Third Quarter,376.0,685.0,,590.0,,Unclassified,48439.0
2440,Taylor County,Third Quarter,21.0,71.0,,664.0,,Unclassified,48441.0
2441,Terry County,Third Quarter,7.0,11.0,,470.0,,Unclassified,48445.0
2442,Titus County,Third Quarter,5.0,16.0,,428.0,,Unclassified,48449.0
2443,Tom Green County,Third Quarter,16.0,36.0,,298.0,,Unclassified,48451.0
2444,Travis County,Third Quarter,407.0,640.0,,930.0,,Unclassified,48453.0
2445,Trinity County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48455.0
2446,Tyler County,Third Quarter,10.0,17.0,,339.0,,Unclassified,48457.0
2447,Upshur County,Third Quarter,2.0,3.0,,260.0,,Unclassified,48459.0
2448,Upton County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48461.0
2449,Uvalde County,Third Quarter,5.0,8.0,,342.0,,Unclassified,48463.0
2450,Val Verde County,Third Quarter,8.0,21.0,,286.0,,Unclassified,48465.0
2451,Van Zandt County,Third Quarter,10.0,29.0,,571.0,,Unclassified,48467.0
2452,Victoria County,Third Quarter,10.0,31.0,,941.0,,Unclassified,48469.0
2453,Walker County,Third Quarter,10.0,26.0,,913.0,,Unclassified,48471.0
2454,Waller County,Third Quarter,9.0,24.0,,707.0,,Unclassified,48473.0
2455,Washington County,Third Quarter,15.0,31.0,,893.0,,Unclassified,48477.0
2456,Webb County,Third Quarter,36.0,75.0,,411.0,,Unclassified,48479.0
2457,Wharton County,Third Quarter,7.0,23.0,,418.0,,Unclassified,48481.0
2458,Wichita County,Third Quarter,20.0,17.0,,307.0,,Unclassified,48485.0
2459,Wilbarger County,Third Quarter,2.0,1.0,,359.0,,Unclassified,48487.0
2460,Willacy County,Third Quarter,4.0,,,,,Unclassified,48489.0
2461,Williamson County,Third Quarter,116.0,209.0,,808.0,,Unclassified,48491.0
2462,Wilson County,Third Quarter,7.0,10.0,,407.0,,Unclassified,48493.0
2463,Winkler County,Third Quarter,2.0,0.0,,0.0,,Unclassified,48495.0
2464,Wise County,Third Quarter,7.0,20.0,,281.0,,Unclassified,48497.0
2465,Wood County,Third Quarter,6.0,15.0,,650.0,,Unclassified,48499.0
2466,Yoakum County,Third Quarter,2.0,2.0,,507.0,,Unclassified,48501.0
2467,Young County,Third Quarter,2.0,4.0,,448.0,,Unclassified,48503.0
