,Area Name,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS
48,Cooke County,Second Quarter,245.0,2826.0,-4.8,741.0,4.1,"Trade,Transportation, and Utilities",48097.0
49,Coryell County,Second Quarter,286.0,3379.0,40.6,659.0,3.1,"Trade,Transportation, and Utilities",48099.0
50,Cottle County,Second Quarter,16.0,98.0,4.3,736.0,4.4,"Trade,Transportation, and Utilities",48101.0
51,Crane County,Second Quarter,30.0,258.0,-1.9,979.0,-2.1,"Trade,Transportation, and Utilities",48103.0
52,Crockett County,Second Quarter,34.0,290.0,-16.4,668.0,15.8,"Trade,Transportation, and Utilities",48105.0
53,Crosby County,Second Quarter,35.0,307.0,2.3,962.0,14.1,"Trade,Transportation, and Utilities",48107.0
54,Culberson County,Second Quarter,19.0,203.0,-51.6,597.0,30.9,"Trade,Transportation, and Utilities",48109.0
55,Dallam County,Second Quarter,94.0,916.0,5.5,837.0,0.8,"Trade,Transportation, and Utilities",48111.0
56,Dallas County,Second Quarter,15951.0,342945.0,2.7,1046.0,-1.1,"Trade,Transportation, and Utilities",48113.0
57,Dawson County,Second Quarter,91.0,980.0,-11.1,782.0,4.4,"Trade,Transportation, and Utilities",48115.0
58,Deaf Smith County,Second Quarter,118.0,1634.0,-7.6,796.0,1.8,"Trade,Transportation, and Utilities",48117.0
59,Delta County,Second Quarter,14.0,52.0,-10.3,843.0,34.4,"Trade,Transportation, and Utilities",48119.0
60,Denton County,Second Quarter,3006.0,56666.0,8.6,848.0,2.9,"Trade,Transportation, and Utilities",48121.0
61,DeWitt County,Second Quarter,91.0,1051.0,-9.3,696.0,10.1,"Trade,Transportation, and Utilities",48123.0
62,Dickens County,Second Quarter,15.0,97.0,3.2,597.0,-6.9,"Trade,Transportation, and Utilities",48125.0
63,Dimmit County,Second Quarter,57.0,767.0,-6.9,793.0,13.0,"Trade,Transportation, and Utilities",48127.0
64,Donley County,Second Quarter,21.0,130.0,-1.5,534.0,-0.7,"Trade,Transportation, and Utilities",48129.0
65,Duval County,Second Quarter,42.0,323.0,-11.3,802.0,2.6,"Trade,Transportation, and Utilities",48131.0
66,Eastland County,Second Quarter,121.0,1333.0,-4.6,689.0,-4.4,"Trade,Transportation, and Utilities",48133.0
67,Ector County,Second Quarter,1079.0,15925.0,2.0,978.0,9.3,"Trade,Transportation, and Utilities",48135.0
68,Edwards County,Second Quarter,8.0,74.0,-1.3,443.0,-4.5,"Trade,Transportation, and Utilities",48137.0
69,Ellis County,Second Quarter,653.0,11078.0,0.2,759.0,1.9,"Trade,Transportation, and Utilities",48139.0
70,El Paso County,Second Quarter,4106.0,64748.0,0.6,671.0,4.4,"Trade,Transportation, and Utilities",48141.0
71,Erath County,Second Quarter,242.0,2807.0,-5.0,605.0,0.3,"Trade,Transportation, and Utilities",48143.0
72,Falls County,Second Quarter,71.0,684.0,6.7,602.0,11.3,"Trade,Transportation, and Utilities",48145.0
73,Fannin County,Second Quarter,118.0,1361.0,0.3,698.0,0.9,"Trade,Transportation, and Utilities",48147.0
74,Fayette County,Second Quarter,177.0,2203.0,-3.1,732.0,7.3,"Trade,Transportation, and Utilities",48149.0
75,Fisher County,Second Quarter,31.0,141.0,-14.0,827.0,8.8,"Trade,Transportation, and Utilities",48151.0
76,Floyd County,Second Quarter,44.0,316.0,-1.3,826.0,8.8,"Trade,Transportation, and Utilities",48153.0
77,Foard County,Second Quarter,9.0,64.0,-8.6,579.0,10.5,"Trade,Transportation, and Utilities",48155.0
78,Fort Bend County,Second Quarter,2760.0,37992.0,5.1,783.0,1.7,"Trade,Transportation, and Utilities",48157.0
79,Franklin County,Second Quarter,37.0,1211.0,-5.1,713.0,2.0,"Trade,Transportation, and Utilities",48159.0
80,Freestone County,Second Quarter,82.0,847.0,-7.2,839.0,-3.5,"Trade,Transportation, and Utilities",48161.0
81,Frio County,Second Quarter,90.0,1203.0,0.4,992.0,11.3,"Trade,Transportation, and Utilities",48163.0
82,Gaines County,Second Quarter,130.0,1188.0,3.8,909.0,0.9,"Trade,Transportation, and Utilities",48165.0
83,Galveston County,Second Quarter,1356.0,19592.0,1.9,704.0,1.9,"Trade,Transportation, and Utilities",48167.0
84,Garza County,Second Quarter,28.0,270.0,-2.2,727.0,3.7,"Trade,Transportation, and Utilities",48169.0
85,Gillespie County,Second Quarter,229.0,2306.0,3.7,582.0,1.9,"Trade,Transportation, and Utilities",48171.0
86,Glasscock County,Second Quarter,10.0,48.0,0.0,1130.0,-46.3,"Trade,Transportation, and Utilities",48173.0
87,Goliad County,Second Quarter,30.0,238.0,-5.2,526.0,-24.2,"Trade,Transportation, and Utilities",48175.0
88,Gonzales County,Second Quarter,122.0,1598.0,-2.1,750.0,4.2,"Trade,Transportation, and Utilities",48177.0
89,Gray County,Second Quarter,147.0,1537.0,-9.8,731.0,1.5,"Trade,Transportation, and Utilities",48179.0
90,Grayson County,Second Quarter,594.0,8064.0,-0.7,690.0,-0.6,"Trade,Transportation, and Utilities",48181.0
91,Gregg County,Second Quarter,1033.0,15312.0,-0.4,823.0,3.4,"Trade,Transportation, and Utilities",48183.0
92,Grimes County,Second Quarter,110.0,1474.0,3.4,802.0,-2.9,"Trade,Transportation, and Utilities",48185.0
93,Guadalupe County,Second Quarter,434.0,10858.0,12.3,696.0,3.7,"Trade,Transportation, and Utilities",48187.0
94,Hale County,Second Quarter,197.0,3348.0,-0.4,752.0,1.5,"Trade,Transportation, and Utilities",48189.0
95,Hall County,Second Quarter,22.0,152.0,38.2,497.0,-2.5,"Trade,Transportation, and Utilities",48191.0
96,Hamilton County,Second Quarter,60.0,596.0,4.9,651.0,-21.8,"Trade,Transportation, and Utilities",48193.0
97,Hansford County,Second Quarter,49.0,384.0,4.9,783.0,5.5,"Trade,Transportation, and Utilities",48195.0
98,Hardeman County,Second Quarter,27.0,202.0,10.4,573.0,-1.2,"Trade,Transportation, and Utilities",48197.0
99,Hardin County,Second Quarter,202.0,2728.0,-11.1,681.0,-11.6,"Trade,Transportation, and Utilities",48199.0
100,Harris County,Second Quarter,25099.0,468770.0,0.7,1118.0,1.6,"Trade,Transportation, and Utilities",48201.0
101,Harrison County,Second Quarter,316.0,3932.0,-0.8,813.0,-3.9,"Trade,Transportation, and Utilities",48203.0
102,Hartley County,Second Quarter,30.0,406.0,-2.2,595.0,-5.7,"Trade,Transportation, and Utilities",48205.0
103,Haskell County,Second Quarter,45.0,434.0,-3.6,628.0,14.6,"Trade,Transportation, and Utilities",48207.0
104,Hays County,Second Quarter,875.0,16177.0,9.5,591.0,0.5,"Trade,Transportation, and Utilities",48209.0
105,Hemphill County,Second Quarter,41.0,496.0,-12.2,1136.0,-6.3,"Trade,Transportation, and Utilities",48211.0
106,Henderson County,Second Quarter,322.0,3326.0,-2.7,623.0,1.8,"Trade,Transportation, and Utilities",48213.0
107,Hidalgo County,Second Quarter,3581.0,52725.0,-1.5,614.0,2.5,"Trade,Transportation, and Utilities",48215.0
108,Hill County,Second Quarter,203.0,2280.0,-0.9,599.0,7.9,"Trade,Transportation, and Utilities",48217.0
109,Hockley County,Second Quarter,114.0,1655.0,-4.4,936.0,8.3,"Trade,Transportation, and Utilities",48219.0
110,Hood County,Second Quarter,288.0,3433.0,-1.9,674.0,8.5,"Trade,Transportation, and Utilities",48221.0
111,Hopkins County,Second Quarter,237.0,3463.0,-0.1,729.0,-1.6,"Trade,Transportation, and Utilities",48223.0
112,Houston County,Second Quarter,176.0,1446.0,15.8,824.0,-1.2,"Trade,Transportation, and Utilities",48225.0
113,Howard County,Second Quarter,193.0,2314.0,-0.9,817.0,3.7,"Trade,Transportation, and Utilities",48227.0
114,Hudspeth County,Second Quarter,13.0,146.0,10.6,737.0,20.4,"Trade,Transportation, and Utilities",48229.0
115,Hunt County,Second Quarter,357.0,4858.0,0.6,697.0,1.6,"Trade,Transportation, and Utilities",48231.0
116,Hutchinson County,Second Quarter,94.0,1408.0,-3.6,685.0,7.2,"Trade,Transportation, and Utilities",48233.0
117,Irion County,Second Quarter,17.0,95.0,-5.9,1095.0,37.0,"Trade,Transportation, and Utilities",48235.0
118,Jack County,Second Quarter,47.0,344.0,-22.3,1181.0,10.5,"Trade,Transportation, and Utilities",48237.0
119,Jackson County,Second Quarter,83.0,843.0,0.4,664.0,2.2,"Trade,Transportation, and Utilities",48239.0
120,Jasper County,Second Quarter,169.0,1960.0,-2.2,591.0,3.7,"Trade,Transportation, and Utilities",48241.0
121,Jeff Davis County,Second Quarter,11.0,67.0,6.3,407.0,2.0,"Trade,Transportation, and Utilities",48243.0
122,Jefferson County,Second Quarter,1464.0,23324.0,-0.4,816.0,-1.0,"Trade,Transportation, and Utilities",48245.0
123,Jim Hogg County,Second Quarter,26.0,234.0,0.0,503.0,-12.5,"Trade,Transportation, and Utilities",48247.0
124,Jim Wells County,Second Quarter,222.0,2789.0,-6.8,817.0,7.6,"Trade,Transportation, and Utilities",48249.0
125,Johnson County,Second Quarter,707.0,10853.0,2.9,785.0,8.4,"Trade,Transportation, and Utilities",48251.0
126,Jones County,Second Quarter,91.0,616.0,5.7,809.0,1.9,"Trade,Transportation, and Utilities",48253.0
127,Karnes County,Second Quarter,96.0,1066.0,8.8,834.0,12.4,"Trade,Transportation, and Utilities",48255.0
128,Kaufman County,Second Quarter,465.0,7239.0,-0.6,754.0,-0.9,"Trade,Transportation, and Utilities",48257.0
129,Kendall County,Second Quarter,263.0,3588.0,2.9,895.0,1.1,"Trade,Transportation, and Utilities",48259.0
130,Kenedy County,Second Quarter,3.0,54.0,5.9,1390.0,-1.7,"Trade,Transportation, and Utilities",48261.0
131,Kent County,Second Quarter,5.0,20.0,0.0,442.0,-2.4,"Trade,Transportation, and Utilities",48263.0
132,Kerr County,Second Quarter,279.0,3214.0,-6.5,608.0,0.7,"Trade,Transportation, and Utilities",48265.0
133,Kimble County,Second Quarter,36.0,252.0,-4.9,620.0,14.0,"Trade,Transportation, and Utilities",48267.0
134,King County,Second Quarter,1.0,,,,,"Trade,Transportation, and Utilities",48269.0
135,Kinney County,Second Quarter,10.0,150.0,18.1,744.0,-16.7,"Trade,Transportation, and Utilities",48271.0
136,Kleberg County,Second Quarter,121.0,1625.0,-4.0,608.0,6.3,"Trade,Transportation, and Utilities",48273.0
137,Knox County,Second Quarter,30.0,250.0,-3.1,706.0,-3.6,"Trade,Transportation, and Utilities",48275.0
138,Lamar County,Second Quarter,319.0,3713.0,-0.5,736.0,-0.7,"Trade,Transportation, and Utilities",48277.0
139,Lamb County,Second Quarter,86.0,822.0,0.1,876.0,5.5,"Trade,Transportation, and Utilities",48279.0
140,Lampasas County,Second Quarter,77.0,898.0,0.3,649.0,4.5,"Trade,Transportation, and Utilities",48281.0
141,La Salle County,Second Quarter,36.0,607.0,197.5,850.0,32.0,"Trade,Transportation, and Utilities",48283.0
142,Lavaca County,Second Quarter,134.0,1299.0,-0.8,703.0,11.2,"Trade,Transportation, and Utilities",48285.0
143,Lee County,Second Quarter,111.0,1088.0,1.5,716.0,3.9,"Trade,Transportation, and Utilities",48287.0
144,Leon County,Second Quarter,107.0,876.0,-3.1,549.0,-5.5,"Trade,Transportation, and Utilities",48289.0
145,Liberty County,Second Quarter,283.0,3905.0,3.7,789.0,7.1,"Trade,Transportation, and Utilities",48291.0
146,Limestone County,Second Quarter,110.0,1505.0,-5.8,791.0,-2.1,"Trade,Transportation, and Utilities",48293.0
147,Lipscomb County,Second Quarter,25.0,220.0,0.0,865.0,8.7,"Trade,Transportation, and Utilities",48295.0
148,Live Oak County,Second Quarter,79.0,806.0,9.4,837.0,16.6,"Trade,Transportation, and Utilities",48297.0
149,Llano County,Second Quarter,93.0,882.0,1.6,645.0,-1.2,"Trade,Transportation, and Utilities",48299.0
150,Lubbock County,Second Quarter,1591.0,28781.0,0.0,723.0,2.1,"Trade,Transportation, and Utilities",48303.0
151,Lynn County,Second Quarter,29.0,244.0,4.7,851.0,8.8,"Trade,Transportation, and Utilities",48305.0
152,McCulloch County,Second Quarter,58.0,764.0,-2.6,814.0,14.8,"Trade,Transportation, and Utilities",48307.0
153,McLennan County,Second Quarter,1192.0,19509.0,1.2,698.0,2.9,"Trade,Transportation, and Utilities",48309.0
154,McMullen County,Second Quarter,12.0,92.0,-27.0,936.0,1.1,"Trade,Transportation, and Utilities",48311.0
155,Madison County,Second Quarter,54.0,862.0,0.2,690.0,3.8,"Trade,Transportation, and Utilities",48313.0
156,Marion County,Second Quarter,40.0,286.0,-4.3,677.0,-1.2,"Trade,Transportation, and Utilities",48315.0
157,Martin County,Second Quarter,33.0,457.0,-1.7,1104.0,-0.6,"Trade,Transportation, and Utilities",48317.0
158,Mason County,Second Quarter,38.0,222.0,4.2,501.0,4.6,"Trade,Transportation, and Utilities",48319.0
159,Matagorda County,Second Quarter,183.0,3097.0,-0.8,1605.0,27.3,"Trade,Transportation, and Utilities",48321.0
160,Maverick County,Second Quarter,325.0,3648.0,-1.7,508.0,0.2,"Trade,Transportation, and Utilities",48323.0
161,Medina County,Second Quarter,170.0,2240.0,15.0,671.0,0.8,"Trade,Transportation, and Utilities",48325.0
162,Menard County,Second Quarter,14.0,76.0,-8.4,473.0,9.2,"Trade,Transportation, and Utilities",48327.0
163,Midland County,Second Quarter,1024.0,17630.0,3.6,1038.0,10.1,"Trade,Transportation, and Utilities",48329.0
164,Milam County,Second Quarter,98.0,1084.0,8.9,806.0,-7.1,"Trade,Transportation, and Utilities",48331.0
165,Mills County,Second Quarter,30.0,283.0,7.6,575.0,-13.3,"Trade,Transportation, and Utilities",48333.0
166,Mitchell County,Second Quarter,37.0,274.0,-5.2,744.0,-0.7,"Trade,Transportation, and Utilities",48335.0
167,Montague County,Second Quarter,118.0,1077.0,6.7,724.0,15.3,"Trade,Transportation, and Utilities",48337.0
168,Montgomery County,Second Quarter,2337.0,35268.0,3.3,806.0,-1.5,"Trade,Transportation, and Utilities",48339.0
169,Moore County,Second Quarter,136.0,1640.0,-9.0,786.0,12.1,"Trade,Transportation, and Utilities",48341.0
170,Morris County,Second Quarter,55.0,643.0,-4.7,937.0,25.1,"Trade,Transportation, and Utilities",48343.0
171,Motley County,Second Quarter,7.0,66.0,-2.9,470.0,-6.0,"Trade,Transportation, and Utilities",48345.0
172,Nacogdoches County,Second Quarter,288.0,3929.0,0.8,668.0,3.4,"Trade,Transportation, and Utilities",48347.0
173,Navarro County,Second Quarter,250.0,3333.0,-0.2,671.0,6.7,"Trade,Transportation, and Utilities",48349.0
174,Newton County,Second Quarter,38.0,218.0,11.2,487.0,-2.4,"Trade,Transportation, and Utilities",48351.0
175,Nolan County,Second Quarter,94.0,1127.0,-2.3,758.0,3.4,"Trade,Transportation, and Utilities",48353.0
176,Nueces County,Second Quarter,1784.0,28627.0,-1.0,753.0,-0.3,"Trade,Transportation, and Utilities",48355.0
177,Ochiltree County,Second Quarter,97.0,920.0,-2.7,791.0,7.6,"Trade,Transportation, and Utilities",48357.0
178,Oldham County,Second Quarter,17.0,95.0,-8.7,812.0,0.0,"Trade,Transportation, and Utilities",48359.0
179,Orange County,Second Quarter,371.0,4440.0,0.5,701.0,2.6,"Trade,Transportation, and Utilities",48361.0
180,Palo Pinto County,Second Quarter,168.0,1656.0,-1.3,640.0,5.1,"Trade,Transportation, and Utilities",48363.0
181,Panola County,Second Quarter,130.0,1424.0,6.7,853.0,10.2,"Trade,Transportation, and Utilities",48365.0
182,Parker County,Second Quarter,574.0,7163.0,0.7,775.0,-0.1,"Trade,Transportation, and Utilities",48367.0
183,Parmer County,Second Quarter,67.0,456.0,-2.4,735.0,0.3,"Trade,Transportation, and Utilities",48369.0
184,Pecos County,Second Quarter,102.0,1160.0,-8.5,917.0,14.3,"Trade,Transportation, and Utilities",48371.0
185,Polk County,Second Quarter,198.0,2201.0,-2.0,639.0,0.0,"Trade,Transportation, and Utilities",48373.0
186,Potter County,Second Quarter,881.0,14613.0,-6.8,776.0,2.8,"Trade,Transportation, and Utilities",48375.0
187,Presidio County,Second Quarter,44.0,272.0,-4.2,496.0,6.2,"Trade,Transportation, and Utilities",48377.0
188,Rains County,Second Quarter,46.0,412.0,-4.2,653.0,13.0,"Trade,Transportation, and Utilities",48379.0
189,Randall County,Second Quarter,514.0,8439.0,-1.0,699.0,0.1,"Trade,Transportation, and Utilities",48381.0
190,Reagan County,Second Quarter,32.0,570.0,16.6,1318.0,24.5,"Trade,Transportation, and Utilities",48383.0
191,Real County,Second Quarter,22.0,124.0,6.9,418.0,-11.1,"Trade,Transportation, and Utilities",48385.0
192,Red River County,Second Quarter,55.0,344.0,2.7,607.0,6.3,"Trade,Transportation, and Utilities",48387.0
193,Reeves County,Second Quarter,76.0,1096.0,29.9,838.0,19.7,"Trade,Transportation, and Utilities",48389.0
194,Refugio County,Second Quarter,32.0,380.0,0.3,652.0,1.4,"Trade,Transportation, and Utilities",48391.0
195,Roberts County,Second Quarter,5.0,18.0,-50.0,420.0,-31.9,"Trade,Transportation, and Utilities",48393.0
196,Robertson County,Second Quarter,90.0,1215.0,16.3,1592.0,49.8,"Trade,Transportation, and Utilities",48395.0
197,Rockwall County,Second Quarter,473.0,6904.0,5.0,703.0,3.2,"Trade,Transportation, and Utilities",48397.0
198,Runnels County,Second Quarter,61.0,574.0,3.1,665.0,-4.9,"Trade,Transportation, and Utilities",48399.0
199,Rusk County,Second Quarter,188.0,2297.0,-5.5,855.0,-6.1,"Trade,Transportation, and Utilities",48401.0
200,Sabine County,Second Quarter,53.0,393.0,19.1,415.0,-0.2,"Trade,Transportation, and Utilities",48403.0
201,San Augustine County,Second Quarter,40.0,490.0,16.9,790.0,7.9,"Trade,Transportation, and Utilities",48405.0
202,San Jacinto County,Second Quarter,55.0,365.0,2.5,509.0,3.0,"Trade,Transportation, and Utilities",48407.0
203,San Patricio County,Second Quarter,223.0,3184.0,-6.0,688.0,1.9,"Trade,Transportation, and Utilities",48409.0
204,San Saba County,Second Quarter,47.0,521.0,-12.0,829.0,-3.5,"Trade,Transportation, and Utilities",48411.0
205,Schleicher County,Second Quarter,11.0,120.0,-7.7,907.0,22.7,"Trade,Transportation, and Utilities",48413.0
206,Scurry County,Second Quarter,108.0,1520.0,7.1,891.0,-3.8,"Trade,Transportation, and Utilities",48415.0
207,Shackelford County,Second Quarter,36.0,197.0,-0.5,847.0,9.3,"Trade,Transportation, and Utilities",48417.0
208,Shelby County,Second Quarter,143.0,1419.0,-7.2,664.0,11.6,"Trade,Transportation, and Utilities",48419.0
209,Sherman County,Second Quarter,26.0,168.0,-12.5,919.0,12.5,"Trade,Transportation, and Utilities",48421.0
210,Smith County,Second Quarter,1253.0,22295.0,2.6,734.0,3.1,"Trade,Transportation, and Utilities",48423.0
211,Somervell County,Second Quarter,49.0,1308.0,-11.4,1452.0,-11.6,"Trade,Transportation, and Utilities",48425.0
212,Starr County,Second Quarter,166.0,2037.0,3.3,493.0,-0.6,"Trade,Transportation, and Utilities",48427.0
213,Stephens County,Second Quarter,58.0,510.0,-8.8,533.0,15.1,"Trade,Transportation, and Utilities",48429.0
214,Sterling County,Second Quarter,15.0,92.0,-13.2,958.0,15.8,"Trade,Transportation, and Utilities",48431.0
215,Stonewall County,Second Quarter,13.0,49.0,-3.9,788.0,3.4,"Trade,Transportation, and Utilities",48433.0
216,Sutton County,Second Quarter,40.0,566.0,0.5,1529.0,15.1,"Trade,Transportation, and Utilities",48435.0
217,Swisher County,Second Quarter,36.0,304.0,-3.5,582.0,3.0,"Trade,Transportation, and Utilities",48437.0
218,Tarrant County,Second Quarter,9459.0,213228.0,2.3,981.0,4.5,"Trade,Transportation, and Utilities",48439.0
219,Taylor County,Second Quarter,796.0,11759.0,-0.1,730.0,6.3,"Trade,Transportation, and Utilities",48441.0
220,Terrell County,Second Quarter,11.0,42.0,7.7,710.0,26.6,"Trade,Transportation, and Utilities",48443.0
221,Terry County,Second Quarter,67.0,643.0,-16.6,856.0,11.9,"Trade,Transportation, and Utilities",48445.0
222,Throckmorton County,Second Quarter,15.0,95.0,5.6,494.0,13.6,"Trade,Transportation, and Utilities",48447.0
223,Titus County,Second Quarter,183.0,2517.0,1.7,676.0,-5.3,"Trade,Transportation, and Utilities",48449.0
224,Tom Green County,Second Quarter,625.0,9165.0,-2.3,687.0,6.5,"Trade,Transportation, and Utilities",48451.0
225,Travis County,Second Quarter,6285.0,108325.0,2.4,1112.0,9.0,"Trade,Transportation, and Utilities",48453.0
226,Trinity County,Second Quarter,51.0,367.0,1.1,553.0,3.0,"Trade,Transportation, and Utilities",48455.0
227,Tyler County,Second Quarter,79.0,743.0,-10.5,632.0,2.6,"Trade,Transportation, and Utilities",48457.0
228,Upshur County,Second Quarter,107.0,1146.0,-1.5,688.0,2.1,"Trade,Transportation, and Utilities",48459.0
229,Upton County,Second Quarter,24.0,331.0,3.4,1096.0,15.1,"Trade,Transportation, and Utilities",48461.0
230,Uvalde County,Second Quarter,169.0,2063.0,-2.8,623.0,3.3,"Trade,Transportation, and Utilities",48463.0
231,Val Verde County,Second Quarter,238.0,3494.0,6.9,591.0,-7.9,"Trade,Transportation, and Utilities",48465.0
232,Van Zandt County,Second Quarter,219.0,2098.0,5.9,631.0,-3.2,"Trade,Transportation, and Utilities",48467.0
233,Victoria County,Second Quarter,564.0,9410.0,0.4,782.0,5.4,"Trade,Transportation, and Utilities",48469.0
234,Walker County,Second Quarter,228.0,2941.0,-0.6,564.0,4.4,"Trade,Transportation, and Utilities",48471.0
235,Waller County,Second Quarter,188.0,3033.0,-0.6,760.0,-1.3,"Trade,Transportation, and Utilities",48473.0
236,Ward County,Second Quarter,79.0,1014.0,13.7,1025.0,6.2,"Trade,Transportation, and Utilities",48475.0
237,Washington County,Second Quarter,204.0,3345.0,-1.1,666.0,2.1,"Trade,Transportation, and Utilities",48477.0
238,Webb County,Second Quarter,2297.0,29668.0,-1.9,650.0,0.6,"Trade,Transportation, and Utilities",48479.0
239,Wharton County,Second Quarter,286.0,3606.0,-1.0,727.0,1.4,"Trade,Transportation, and Utilities",48481.0
240,Wheeler County,Second Quarter,49.0,369.0,2.8,680.0,8.1,"Trade,Transportation, and Utilities",48483.0
241,Wichita County,Second Quarter,714.0,10392.0,-3.5,646.0,-2.4,"Trade,Transportation, and Utilities",48485.0
242,Wilbarger County,Second Quarter,70.0,971.0,3.5,783.0,-4.6,"Trade,Transportation, and Utilities",48487.0
243,Willacy County,Second Quarter,51.0,403.0,-20.0,492.0,-14.0,"Trade,Transportation, and Utilities",48489.0
244,Williamson County,Second Quarter,1985.0,39633.0,5.1,1048.0,9.2,"Trade,Transportation, and Utilities",48491.0
245,Wilson County,Second Quarter,144.0,1772.0,14.5,686.0,21.2,"Trade,Transportation, and Utilities",48493.0
246,Winkler County,Second Quarter,44.0,579.0,12.9,841.0,-1.8,"Trade,Transportation, and Utilities",48495.0
247,Wise County,Second Quarter,305.0,3936.0,-2.4,845.0,0.8,"Trade,Transportation, and Utilities",48497.0
248,Wood County,Second Quarter,181.0,1880.0,2.9,623.0,-0.2,"Trade,Transportation, and Utilities",48499.0
249,Yoakum County,Second Quarter,60.0,574.0,0.2,830.0,-2.2,"Trade,Transportation, and Utilities",48501.0
250,Young County,Second Quarter,106.0,1004.0,-5.2,924.0,30.0,"Trade,Transportation, and Utilities",48503.0
251,Zapata County,Second Quarter,35.0,333.0,-17.6,546.0,4.2,"Trade,Transportation, and Utilities",48505.0
252,Zavala County,Second Quarter,26.0,278.0,23.0,832.0,45.7,"Trade,Transportation, and Utilities",48507.0
0,Anderson County,Second Quarter,54.0,1551.0,7.3,796.0,20.4,Manufacturing,48001.0
1,Andrews County,Second Quarter,10.0,279.0,10.3,952.0,15.3,Manufacturing,48003.0
2,Angelina County,Second Quarter,75.0,2873.0,-14.1,950.0,-4.5,Manufacturing,48005.0
3,Aransas County,Second Quarter,18.0,56.0,12.0,667.0,3.4,Manufacturing,48007.0
4,Archer County,Second Quarter,4.0,76.0,7.0,760.0,3.8,Manufacturing,48009.0
5,Armstrong County,Second Quarter,1.0,,,,,Manufacturing,48011.0
6,Atascosa County,Second Quarter,25.0,368.0,-8.5,1009.0,14.5,Manufacturing,48013.0
7,Austin County,Second Quarter,65.0,1399.0,-1.6,1021.0,4.9,Manufacturing,48015.0
8,Bailey County,Second Quarter,8.0,217.0,15.4,747.0,5.4,Manufacturing,48017.0
9,Bandera County,Second Quarter,12.0,38.0,-20.8,904.0,-15.3,Manufacturing,48019.0
10,Bastrop County,Second Quarter,75.0,1159.0,8.3,911.0,5.6,Manufacturing,48021.0
11,Baylor County,Second Quarter,2.0,,,,,Manufacturing,48023.0
12,Bee County,Second Quarter,14.0,402.0,2.8,1043.0,23.9,Manufacturing,48025.0
13,Bell County,Second Quarter,165.0,6546.0,-1.1,918.0,7.0,Manufacturing,48027.0
14,Bexar County,Second Quarter,1016.0,35372.0,2.7,1174.0,4.7,Manufacturing,48029.0
15,Blanco County,Second Quarter,23.0,241.0,6.6,750.0,5.9,Manufacturing,48031.0
16,Bosque County,Second Quarter,15.0,504.0,4.8,874.0,4.8,Manufacturing,48035.0
17,Bowie County,Second Quarter,73.0,1808.0,0.3,809.0,0.0,Manufacturing,48037.0
18,Brazoria County,Second Quarter,258.0,12579.0,-4.4,2157.0,6.4,Manufacturing,48039.0
19,Brazos County,Second Quarter,125.0,5026.0,2.1,813.0,3.4,Manufacturing,48041.0
20,Brewster County,Second Quarter,8.0,33.0,-13.2,706.0,13.9,Manufacturing,48043.0
21,Briscoe County,Second Quarter,2.0,,,,,Manufacturing,48045.0
22,Brown County,Second Quarter,42.0,2976.0,3.4,1141.0,6.3,Manufacturing,48049.0
23,Burleson County,Second Quarter,15.0,336.0,32.8,823.0,-5.0,Manufacturing,48051.0
24,Burnet County,Second Quarter,74.0,854.0,-3.0,1049.0,-5.4,Manufacturing,48053.0
25,Caldwell County,Second Quarter,26.0,517.0,0.6,837.0,9.4,Manufacturing,48055.0
26,Calhoun County,Second Quarter,25.0,3032.0,-10.5,1990.0,13.8,Manufacturing,48057.0
27,Callahan County,Second Quarter,14.0,130.0,-5.8,731.0,-5.1,Manufacturing,48059.0
28,Cameron County,Second Quarter,219.0,5167.0,-7.1,911.0,9.2,Manufacturing,48061.0
29,Camp County,Second Quarter,7.0,,,,,Manufacturing,48063.0
30,Carson County,Second Quarter,4.0,,,,,Manufacturing,48065.0
31,Cass County,Second Quarter,30.0,1223.0,-0.6,1316.0,11.7,Manufacturing,48067.0
32,Castro County,Second Quarter,5.0,37.0,0.0,929.0,-2.2,Manufacturing,48069.0
33,Chambers County,Second Quarter,40.0,2242.0,-0.5,1859.0,-25.0,Manufacturing,48071.0
34,Cherokee County,Second Quarter,60.0,2245.0,-1.7,714.0,6.9,Manufacturing,48073.0
35,Childress County,Second Quarter,3.0,17.0,,427.0,,Manufacturing,48075.0
36,Clay County,Second Quarter,4.0,60.0,0.0,1187.0,23.1,Manufacturing,48077.0
37,Cochran County,Second Quarter,1.0,,,,,Manufacturing,48079.0
38,Coke County,Second Quarter,2.0,,,,,Manufacturing,48081.0
39,Coleman County,Second Quarter,10.0,118.0,31.1,568.0,1.2,Manufacturing,48083.0
40,Collin County,Second Quarter,587.0,25107.0,4.1,1933.0,3.0,Manufacturing,48085.0
41,Collingsworth County,Second Quarter,2.0,,,,,Manufacturing,48087.0
42,Colorado County,Second Quarter,35.0,1106.0,0.8,3222.0,214.6,Manufacturing,48089.0
43,Comal County,Second Quarter,137.0,2948.0,-0.9,1009.0,9.1,Manufacturing,48091.0
44,Comanche County,Second Quarter,13.0,145.0,10.7,683.0,-1.0,Manufacturing,48093.0
45,Concho County,Second Quarter,1.0,,,,,Manufacturing,48095.0
